0.835675788,-0.056418238,-0.080363707,0.748803039
1.149462934,-0.081180519,-0.081086474,0.749845314
1.463203616,-0.108915109,-0.085934867,0.74998001
1.777653455,-0.122675956,-0.033876701,0.749997417
2.077487095,-0.123521358,-0.013310496,0.749999632
2.384767815,-0.122494755,0.007705406,0.74999995
2.706765925,-0.106397659,0.053081109,0.749999994
3.021499459,-0.101919099,0.0036454,0.749999999
3.328850114,-0.107209887,-0.005275678,0.75
3.635751987,-0.08838965,0.049274495,0.75
3.950160064,-0.076635629,0.024062763,0.75
4.272154358,-0.07652697,-0.016052848,0.75
4.586408651,-0.061550195,0.054512731,0.75
4.893205499,-0.041888467,0.056879285,0.75
5.207477583,-0.051249567,0.009728181,0.75
5.528794116,-0.026255234,0.072783186,0.75
5.834113774,0.009415287,0.115091977,0.75
6.125307044,-0.04959282,-0.206172126,0.75
6.42410852,-0.108581975,-0.130132242,0.75
6.730640158,-0.039209394,0.19849439,0.75
7.033106855,0.04797561,0.251925435,0.75
7.335624299,0.007971853,-0.128277574,0.75
7.628036344,-0.077210175,-0.193179908,0.75
7.926687915,-0.012895093,0.202268389,0.75
8.184006128,0.140291162,0.50110871,0.75
8.473562151,0.203278226,0.193996175,0.75
8.772972529,0.190684463,0.015834903,0.75
9.073300427,0.298636193,0.367805934,0.75
9.291953132,0.511993575,0.763263434,0.75
9.411538559,0.793115797,1.158720934,0.75
9.449347195,1.0904321,1.396301817,0.75
9.594066571,1.359254527,1.081256065,0.75
9.668478762,1.653344836,1.358499383,0.75
9.657685502,1.960561802,1.56330139,0.75
9.656178636,2.267811707,1.557489038,0.75
9.667575422,2.56744594,1.548781901,0.75
9.650356335,2.889434638,1.619928822,0.75
9.650556454,3.196496704,1.561132556,0.75
9.634177008,3.503313109,1.628828981,0.75
9.610422774,3.802353573,1.644492504,0.75
9.615071072,4.116604996,1.540518137,0.75
9.625805266,4.430712811,1.569352481,0.75
9.590280159,4.736053729,1.665717219,0.75
9.626269751,5.04101666,1.469767033,0.75
9.586047925,5.344374277,1.704871535,0.75
9.555359197,5.639317429,1.60944453,0.75
9.655995953,5.920544914,1.253253444,0.75
9.682391401,6.214960697,1.518129107,0.75
9.581963574,6.504144771,1.884062733,0.75
9.447756386,6.780768666,1.996817717,0.75
9.316419551,7.058806212,2.011755341,0.75
9.237876095,7.344451356,1.796024274,0.75
9.279398902,7.640683272,1.463083021,0.75
9.258025411,7.9435672,1.687283643,0.75
9.105745433,8.208409013,2.082741142,0.75
8.863193236,8.394147565,2.478198642,0.75
8.560561907,8.474701332,2.871885612,0.75
8.253254059,8.482943888,3.079757071,0.75
7.945912153,8.492178282,3.110262295,0.75
7.623502993,8.499506132,3.116524311,0.75
7.316080751,8.506254183,3.11913725,0.75
7.016180972,8.513935785,3.115546405,0.75
6.693793658,8.522313387,3.116034284,0.75
6.378895722,8.530053951,3.117823327,0.75
6.063951374,8.535706114,3.123274345,0.75
5.749000052,8.540936376,3.125446102,0.75
5.434038921,8.545551754,3.127614728,0.75
5.104058218,8.548817369,3.130984483,0.75
4.804089291,8.551845299,3.129084849,0.75
4.496611792,8.554851739,3.131341922,0.75
4.189134908,8.557919808,3.131801256,0.75
3.889158442,8.560845211,3.131327542,0.75
3.574205878,8.565332198,3.12770772,0.75
3.251740322,8.569472571,3.128688355,0.75
2.936778178,8.573363036,3.129385552,0.75
2.621813528,8.577582149,3.130105114,0.75
2.314373019,8.581823579,3.129316149,0.75
2.006930572,8.586077667,3.130878902,0.75
1.692016239,8.590766722,3.130842242,0.75
1.39207906,8.595246179,3.12250191,0.75
1.07716104,8.601123593,3.123163411,0.75
0.75469489,8.600573186,3.140630511,0.75
0.447212098,8.601416427,3.138568102,0.75
0.124774171,8.601799524,-3.139946887,0.75
-0.182663473,8.602540486,-3.140180712,0.75
-0.497577915,8.605162217,3.135264602,0.75
-0.812526593,8.606212014,3.138371189,0.75
-1.112448959,8.609569545,3.128354153,0.75
-1.427386954,8.614071414,3.123285107,0.75
-1.734810737,8.618328527,3.123877611,0.75
-2.042247595,8.62026051,3.134528522,0.75
-2.357130848,8.62567304,3.12300668,0.75
-2.664559133,8.628563896,3.127545356,0.75
-2.979514297,8.625493135,-3.131769555,0.75
-3.294455467,8.623347637,-3.132498214,0.75
-3.609383347,8.622706733,-3.133413511,0.75
-3.924320632,8.623234195,-3.138568412,0.75
-4.231730489,8.625443595,3.128725511,0.75
-4.54661762,8.626366358,-3.140691728,0.75
-4.854000558,8.621495937,-3.133972027,0.75
-5.1613579,8.617472633,-3.134196496,0.75
-5.483725704,8.615600752,-3.131838322,0.75
-5.798473179,8.608180668,-3.131591443,0.75
-6.120748287,8.607734382,-3.123314551,0.75
-6.435639923,8.604249142,-3.126558389,0.75
-6.742834129,8.594163145,-3.121523094,0.75
-7.057580777,8.582998756,-3.105847513,0.75
-7.394744802,8.57743855,-3.141108039,0.75
-7.701808893,8.584289575,-3.138970118,0.75
-8.008691843,8.572168323,-3.13045119,0.75
-8.323072106,8.565999282,-3.096782776,0.75
-8.629946057,8.561462614,3.134947498,0.75
-8.929042321,8.542041309,-3.074432235,0.75
-9.243065631,8.522074378,-3.09632828,0.75
-9.557533032,8.536758742,3.096872386,0.75
-9.854603534,8.503368736,-3.020984939,0.75
-10.15041958,8.469765667,-3.084317175,0.75
-10.44270975,8.533330498,2.99698873,0.75
-10.73597032,8.474877011,-2.967117746,0.75
-11.03838182,8.477557257,3.080196785,0.75
-11.33334628,8.47229034,-3.055084935,0.75
-11.62589385,8.380951671,-2.904162685,0.75
-11.92047201,8.426569375,3.000921192,0.75
-12.20954619,8.501102184,2.953204023,0.75
-12.50101498,8.438444399,-2.944263771,0.75
-12.76330234,8.293855717,-2.694709922,0.75
-13.03935823,8.143601563,-2.618557511,0.75
-13.23122746,7.896985424,-2.230057464,0.75
-13.34858149,7.613886024,-2.035098682,0.75
-13.54926539,7.382551254,-2.213686655,0.75
-13.62386561,7.086369152,-1.825316358,0.75
-13.62011501,6.779322411,-1.616477781,0.75
-13.63801486,6.472397896,-1.62718615,0.75
-13.65193054,6.157765044,-1.609994461,0.75
-13.63993412,5.850541542,-1.539982566,0.75
-13.64683808,5.52078076,-1.57922741,0.75
-13.65094327,5.206037637,-1.594964541,0.75
-13.65935234,4.883978392,-1.577227456,0.75
-13.64013424,4.577098871,-1.516973354,0.75
-13.63278064,4.262612349,-1.566426023,0.75
-13.66007034,3.956356794,-1.647326716,0.75
-13.6389661,3.636102288,-1.479455211,0.75
-13.63419229,3.309448037,-1.6138887,0.75
-13.69492987,3.008044313,-1.74717546,0.75
-13.65618167,2.706932573,-1.420990684,0.75
-13.5702262,2.42076467,-1.341213615,0.75
-13.62308679,2.119867574,-1.734251725,0.75
-13.63895775,1.817965889,-1.556935749,0.75
-13.51718174,1.537556062,-1.1737411,0.75
-13.4410914,1.245077994,-1.378117569,0.75
-13.47780679,0.947566247,-1.649055751,0.75
-13.43799622,0.653425161,-1.404511408,0.75
-13.27272199,0.396491699,-1.009053913,0.75
-13.00042827,0.214471324,-0.584660498,0.75
-12.6849526,0.156438457,-0.192803747,0.75
-12.36276934,0.144235397,-0.066648844,0.75
-12.04814803,0.129080396,-0.051301385,0.75
-11.71863856,0.111129726,-0.055085634,0.75
-11.41157633,0.094856462,-0.054134487,0.75
-11.08200262,0.078170838,-0.050776889,0.75
-10.76719454,0.067782122,-0.031550888,0.75
-10.45234194,0.05830884,-0.030521712,0.75
-10.12248884,0.048779077,-0.027132041,0.75
-9.792621575,0.039540775,-0.028092164,0.75
-9.477746435,0.030803846,-0.027373089,0.75
-9.162796868,0.02577472,-0.019196205,0.75
-8.832841574,0.021042142,-0.014506378,0.75
-8.510440735,0.013857295,-0.02022868,0.75
-8.195519204,0.007707808,-0.022050402,0.75
-7.86560199,0.000887973,-0.021568594,0.75
-7.543174377,-0.005419766,-0.02058934,0.75
-7.220770376,-0.011605313,-0.023106367,0.75
-6.898365198,-0.017243047,-0.017847749,0.75
-6.553510383,-0.026311127,-0.023878085,0.75
-6.21610578,-0.033901799,-0.023543825,0.75
-5.893721326,-0.041051643,-0.025481679,0.75
